file,leaves,fruits,flowers,split
00b65c10-2a31-4965-bf16-0780d5f3aa8a.jpg,1,1,1,eval
cf462073-ac36-4896-ad22-07d3fb943b32.jpg,1,1,1,eval
f5d1ef15-ae5b-429a-ae5b-e3e6c02f3adb.jpg,1,0,0,eval
2a855717-df6d-4c3c-a701-b9348570906c.jpg,1,1,0,eval
baceca20-b1f1-40f9-b763-e91e6d8a0c94.jpg,1,0,0,eval
fd2940e0-68ec-4e9e-bf8f-bd116f413073.jpg,1,U,U,eval
794463bf-b67a-48bf-95cb-d988dd097de5.jpg,1,1,0,eval
b39202c5-d431-4c92-9161-b6853e17fcf6.jpg,1,1,1,eval
01bc90a1-4700-40f6-97c0-c1a5fb385fe6.jpg,1,U,U,eval
a3489251-ea47-46e0-9c96-69395ff6334d.jpg,1,U,U,eval
750221e4-110e-4fbc-8352-fe1dcf06ae04.jpg,1,0,1,eval
8e3b4e85-ae52-4495-9364-ecc085c86441.jpg,1,1,1,eval
2b73e218-16b3-49a0-98bb-ecbde258e4a9.jpg,1,1,1,eval
6897390b-e035-407f-a79b-fb8efcdb8351.jpg,1,1,0,eval
89edb4d6-75c8-42ee-9bc2-d93c492be3af.jpg,1,0,1,eval
39d3fba1-601f-4d34-969e-10d0f0815edc.jpg,1,1,0,eval
8210f0fa-fc36-4655-954c-b02eed4ab8dc.jpg,1,1,1,eval
04efec75-7c18-4af5-b577-6ca02e6fea1b.jpg,1,1,1,eval
6ec36045-695c-4c16-b7c5-997c1b872a2d.jpg,1,U,U,eval
6787cf0d-fc6d-4ce3-bd1b-9cac19fe260d.jpg,1,1,0,eval
45f85646-30cc-4211-98ed-efe8845cc92b.jpg,1,1,1,eval
b68af1ed-d6db-439d-a04f-ba1b9e6a65ec.jpg,1,U,U,eval
204975d5-6b14-4cc5-b4d8-e7d0d30a7aee.jpg,1,1,0,eval
21e3483d-6452-4ddf-846b-041136bab1ed.jpg,1,0,0,eval
106a9c49-0cb1-4cee-b960-c00241c805ce.jpg,1,1,1,eval
6b80f494-2855-4d7a-b45e-040af6e87e06.jpg,1,1,0,eval
bab20c4c-e6d9-4477-bfef-c3e03bdb7732.jpg,1,U,U,eval
df020ed7-f9ca-43bb-8c50-5cbbb719b469.jpg,1,1,1,eval
db05677c-3128-4d3c-8554-cc21f6afc07a.jpg,1,U,U,eval
6e1a35bb-17e8-490f-b4b3-b9e19809fcf1.jpg,1,1,1,eval
26d0985f-c797-4ded-8e32-32bf982bddd0.jpg,1,1,1,eval
f77c8cf1-3f41-4cf2-a7e0-60e17a8d5ee8.jpg,1,1,0,eval
f7e60559-6ddd-491b-b953-f663b0f8a29d.jpg,1,U,U,eval
b1a1e7f5-4f23-4949-8677-683c6c72b658.jpg,1,0,1,eval
c3303c1d-751e-4433-a893-8b74b2edb8fa.jpg,1,U,U,eval
59cc1344-22d4-4848-92cd-6f445c3d05b4.jpg,1,0,1,eval
57d017d7-d7c9-4831-a716-9d98c63c9a5d.jpg,1,1,1,eval
98ba7f12-7404-4344-bdfb-ef3625735a2e.jpg,1,0,1,eval
79c708bc-cdea-4edd-a74c-ce67f4f6b8f2.jpg,1,0,0,eval
015fcc35-cded-443f-8512-2e82326ec648.jpg,1,1,1,eval
2913cab1-6ab0-483f-9b31-a9ab8fb07bd5.jpg,1,1,1,eval
ae5be087-e00e-4235-bb86-c01cf9aac4b7.jpg,1,1,1,eval
33dc8e9e-765f-4805-b7dd-b5d0cd7623be.jpg,1,U,U,eval
cdbfc77c-9727-48ea-8c5c-65da6ee38a3b.jpg,1,1,1,eval
90efe293-43cc-48a6-a0c7-152d22741b6e.jpg,1,0,1,eval
d1900cf7-d6bd-49b3-b022-4c23a408f6c1.jpg,1,0,0,eval
29146ee4-d0c6-4898-a0d9-782a037608d0.jpg,1,0,1,eval
5f93bf05-e89f-4597-b3b7-70cd35765adf.jpg,0,0,1,eval
ad5a3326-0ee8-493a-88f4-8ef8696fa2f6.jpg,1,1,1,eval
7e655322-9321-4c64-adba-642f2717eb1d.jpg,1,1,0,eval
3e0f39cc-1d79-42dc-8958-48c1e275be16.jpg,1,1,0,eval
c9a94eb9-04ea-435c-9476-59bb729eaf28.jpg,N,N,N,eval
4b497ce4-a2cd-457b-880e-178bb6ec78c6.jpg,1,0,0,eval
4bafcd1d-8967-42e3-8768-2a68b5c54ae0.jpg,1,U,U,eval
e2ad01e5-195e-4704-8220-683aa0bae0f1.jpg,1,U,1,eval
cd562603-cbcd-4fc0-9066-a2bb25f293ae.jpg,1,U,1,eval
4a3e0418-22c8-47cc-91fa-c5a9b2e3f042.jpg,1,0,1,eval
e6d934a6-a0b7-4981-8a8d-f420adb33b27.jpg,1,0,1,eval
50ca4ac7-6d57-44ef-aa5e-9983aa08988b.jpg,1,1,1,eval
3718817f-9790-4995-9491-7cfabe0e817d.jpg,1,1,1,eval
dccf38eb-5a4c-47c4-9d50-6362aa95fb01.jpg,1,U,U,eval
772e0a80-36b3-4619-8730-5ed8495bcccf.jpg,1,0,0,eval
3a165d7b-bbaf-4de3-a49d-c995df1343e7.jpg,1,0,1,eval
2e4c6e96-e37d-47fa-a20e-36328c88e466.jpg,1,0,0,eval
65c0ae8c-6721-4030-ad30-4c5638dd156e.jpg,1,1,0,eval
c1cdc168-5eb2-40fc-9a9c-c49a32cf32e0.jpg,1,1,0,eval
867d8e21-6343-4b3a-b6db-a0bc4107455b.jpg,1,0,1,eval
77360620-9978-4392-b4a8-320e520f3278.jpg,1,1,0,eval
fc7b2444-9b23-425c-ac26-ac3f96371253.jpg,1,0,1,eval
de734cc7-9f17-4b76-b087-78442a943f3e.jpg,1,U,U,eval
820132e6-4643-4528-9259-1ba9914668f7.jpg,1,U,1,eval
13536d68-caf2-4ae2-aadd-0f3c982f8703.jpg,1,0,1,eval
35da7c11-4bc9-457a-a4de-f2e876f56117.jpg,1,0,0,eval
0fe09aea-ecd8-41c6-bac9-37efeedcec31.jpg,1,0,0,eval
10f99198-fc72-4d87-9283-077aabe98a21.jpg,1,0,1,eval
d4967a4f-5e5c-4062-b7e2-f35551787fed.jpg,1,0,0,eval
ee7ea4e3-2ca9-42e1-858f-7f8bc46c708c.jpg,1,0,1,eval
5859d622-5731-41bb-908a-5122690394f7.jpg,1,0,1,eval
f9edca25-fa1a-4541-85b7-6caad8f44463.jpg,1,U,1,eval
5daac623-2688-4ef7-bd6e-6bf0c9fece96.jpg,1,0,0,eval
aea0a1dd-4047-4c11-af19-311d10675683.jpg,1,1,1,eval
5e1e4ce8-d175-47d9-a4e9-14e859308581.jpg,1,1,1,eval
e77b055a-7a6c-448d-a195-4b5da2e2f1f6.jpg,1,1,1,eval
c826f572-43f6-45d0-939c-a405e6e31da6.jpg,1,0,0,eval
8259b940-4155-4070-bf02-40a64fdafcf8.jpg,1,1,U,eval
60481b8a-342c-43e8-a2f8-04f43a637d7e.jpg,1,0,0,eval
caa9312d-7ab4-4f71-adbb-8e4914f49175.jpg,1,U,U,eval
8765950d-7565-42d2-ac9b-156d9eca9890.jpg,1,0,1,eval
934b6d18-1a06-4830-89cf-fae8d94590d6.jpg,1,0,1,eval
d2f4026e-47f5-482a-8a15-8833a4ee0914.jpg,1,1,1,eval
f2307d4b-4c62-4637-bffe-bf939359dd32.jpg,1,0,0,eval
b5433563-b3b9-4b6f-8ffd-22a1e0e3916d.jpg,0,1,1,eval
b7244db6-226d-4afc-ab34-daddb1cd8183.jpg,1,U,U,eval
5b1bbc86-dfab-4e1a-83b3-cbb54424a877.jpg,1,U,U,eval
51358384-2332-4fd3-8848-9ff0beef21d9.jpg,1,0,1,eval
7e5859b4-a352-499f-a4cc-832ba788d68e.jpg,1,1,1,eval
bf3f7055-af4b-42eb-9eec-c268b3a3504f.jpg,1,0,0,eval
479e0267-4242-4f0f-96f5-e8564b0b68d8.jpg,1,1,1,eval
1028e060-4bcb-4114-86b3-6170e5c2ea18.jpg,1,U,1,eval
e395afaf-14bf-4ae9-aca8-c85d2d226555.jpg,1,1,1,eval
19f20cac-5439-4703-9563-b6378b475a7a.jpg,1,0,1,eval
007ff7ca-48cf-41ac-ac18-4f6b3180fc58.jpg,1,1,1,eval
3cf9d401-a0b6-4c4c-8d4f-5cbcbf5b9b40.jpg,1,1,0,eval
40cd2019-a098-488d-a280-bdb861c03645.jpg,1,0,0,eval
9e174257-e01b-41a4-bc8e-a2ab4ced2321.jpg,1,1,1,eval
9739f5a2-3373-4eab-a311-065964afc475.jpg,1,1,1,eval
97a62108-eb64-4bc2-9f77-7f807a72eba8.jpg,1,1,0,eval
48362414-347f-45da-9ed9-d0f2d5e7d6c7.jpg,1,1,1,eval
14f13dff-6ab4-488f-bf5c-d298893c4ee4.jpg,1,0,1,eval
64c557fd-23a5-4cb9-9c3c-e552fffe254f.jpg,1,U,1,eval
ecf593e1-8f61-4092-bd5e-03878dd470a7.jpg,1,1,1,eval
21375e8b-45c4-43b1-9ad3-2e8df6bd89cc.jpg,1,1,0,eval
4940ec19-d96e-4d67-b72a-34b4bf047959.jpg,1,1,1,eval
4c1563b4-45fb-4dda-ac8e-176b53714b94.jpg,1,1,0,eval
c2564677-f21e-49ed-aff7-51938dfb3364.jpg,1,0,1,eval
dea99c96-9924-47af-86fe-e1b5c5c511e0.jpg,1,0,1,eval
f74b4137-4aa5-40e4-88cb-61d10cffc7af.jpg,1,1,1,eval
cbf4e8f1-7c67-4026-96ea-a82ae3c53e8a.jpg,1,1,1,eval
ec65402d-a907-4e97-8974-681df86a70b9.jpg,1,1,1,eval
89a1b3ec-b8e7-43d5-a825-a4de7d87c1cd.jpg,0,0,1,eval
23d0e129-8642-49c2-8e73-d263f6740855.jpg,1,1,0,eval
593f51bc-4577-49cd-bcaf-5750c1dab3a7.jpg,1,0,1,eval
8529c13c-1a2b-43bb-bc47-3c9f1527f5ef.jpg,1,1,1,eval
7ec93fa1-b77b-4318-949a-5a2d29303387.jpg,1,U,U,eval
e28ee428-06a9-49a5-a776-39409c454439.jpg,1,U,U,eval
f6e58c8c-6eac-49b7-95cd-e5b503359f00.jpg,1,1,1,eval
62abbce4-7556-45a7-b0df-b066f895ddb1.jpg,1,0,1,eval
173516ec-cb3f-4df3-9d9b-cf60f22a6dc8.jpg,1,0,0,eval
f41ad55c-0265-4caf-8a74-cfc1116cbfdd.jpg,1,1,1,eval
621ff2f0-d29a-425c-bbb5-00bf036ad1fc.jpg,1,0,0,eval
6a2f5c7c-e539-48fc-99d4-d4a021d2cee7.jpg,1,0,1,eval
fd3d3ade-6f67-4bfc-9a2b-a1c742e35d0d.jpg,1,1,0,eval
8d50ff52-d558-48f9-969e-0e842b0383a7.jpg,1,U,1,eval
d95a6614-2b45-4ea3-8098-92f285babbf0.jpg,1,1,0,eval
d09a56fa-095c-49a4-9def-3c03c36587ea.jpg,1,1,1,eval
64e2346f-dceb-4b1a-a339-3f5b765b1101.jpg,1,1,0,eval
23c1a26d-66f8-4121-ac09-b96f02d3637b.jpg,1,1,0,eval
25c68028-73f9-4b2a-b735-f2107c1a98b8.jpg,1,1,1,eval
8a46e449-d291-4f9d-b24a-c733f890710f.jpg,1,0,0,eval
7c1d9043-7706-4245-b9de-c28e52cd75a3.jpg,1,U,1,eval
3008ee38-55f3-4564-8d95-1807f10b35fa.jpg,1,0,1,eval
644148d6-34ae-4c0a-b2bc-b5e693bd4f28.jpg,1,0,1,eval
9da81ad0-b5eb-414e-87ab-8435f89f304d.jpg,1,1,1,eval
c154e50d-f364-429a-b6c4-b32e56295000.jpg,1,U,U,eval
7964382f-fc29-450e-8ee1-0bb65b90a634.jpg,1,0,1,eval
fad99f75-7948-44d0-a3b2-9d92f6ae0b78.jpg,1,1,1,eval
5cd5a8b5-672e-4ddd-9752-85af0f56a7ae.jpg,N,N,N,eval
9cb5a4c1-d47d-4eeb-a57c-24b349fca5fe.jpg,1,0,0,eval
daaf4543-9a3c-4ba7-ad60-6ba3069bb0cf.jpg,1,1,1,eval
f7fcb7a9-7397-48fb-b49f-7cc91203b761.jpg,1,0,0,eval
d70f7bff-0ed8-488d-b425-1c135d42a80e.jpg,1,1,1,eval
57323e1d-67dd-4766-aeac-3165a2a75ac0.jpg,1,U,1,eval
91462812-558c-4ffb-b8a4-6deb2b1fab62.jpg,1,0,1,eval
e4c6a0f1-ab2c-4801-ab14-4a22373a5cc0.jpg,0,1,0,eval
e246ad0e-b49d-4425-bf3c-a3453dfd2052.jpg,1,U,U,eval
9917bfbe-9f4c-4cff-a5c4-9a227ec30da4.jpg,1,1,1,eval
ef2f4bff-7fcd-4cf2-ae32-2dd02e4498ec.jpg,1,1,1,eval
99290915-add0-4093-8ff3-ed991f6c15ef.jpg,1,1,1,eval
a4a7c517-5ea6-49cd-96b3-fe11fc0ed007.jpg,1,0,1,eval
d45529f8-de8f-4d15-8d79-c6f3eb7d12f6.jpg,1,0,1,eval
e2f194fd-823e-4f5f-9e7e-f410eb6d3b17.jpg,1,0,1,eval
b54e1c99-3a8b-45c0-b788-92052fe5251f.jpg,0,0,1,eval
f89b8abc-34f3-47f7-8f3e-fb38de41f0ed.jpg,1,U,0,eval
8d6e9831-5e36-4a63-8446-a5707de82ebd.jpg,1,0,0,eval
d336430b-d946-4564-b38e-8ef5708fe892.jpg,1,U,U,eval
37d6208c-476c-4a22-b482-9a129a393b23.jpg,1,1,0,eval
dc3ad52d-291f-4dfc-8f7e-1623da3c4880.jpg,1,0,0,eval
b3f22585-75a0-4f67-88f2-89bead117e93.jpg,1,0,0,eval
e85966d5-1892-4ec3-88b3-c2259ddbd178.jpg,1,U,U,eval
fe4ff6dc-a5e1-4c79-9c05-1670ef22270e.jpg,1,1,1,eval
a48ca80d-22af-476b-9c3d-f9a219d6b225.jpg,1,U,U,eval
5f21a639-45a1-4f64-8755-0a042d5559d8.jpg,1,1,0,eval
894ff797-4bda-4ac5-aa7f-faf6c33da710.jpg,0,0,1,eval
5d3b702e-5f81-48a9-b5c9-3a2f08afebce.jpg,1,1,0,eval
1ae96f40-d2fa-453e-a65a-7cf637299576.jpg,1,1,0,eval
9ad622ca-273d-4a5f-9010-978e488e2df8.jpg,1,1,1,eval
712a8f64-bc11-4c2f-88d6-8495aa333e0f.jpg,1,0,1,eval
a06a4360-04f0-41bb-b96f-6484913024bf.jpg,1,0,0,eval
97812f52-00f3-4aad-b052-a17b9652802c.jpg,1,0,0,eval
e5627c6a-37d3-4b7d-ab45-e65f1f5bf9ef.jpg,1,1,0,eval
55b030e8-ad98-41e7-90b1-240c3cc3b842.jpg,1,1,1,eval
db5c54d2-7850-4318-af2c-98426c9485f9.jpg,1,0,0,eval
09c2c71e-a787-439c-b2d8-c48b1aca2b43.jpg,1,1,0,eval
523c5356-0729-4a2d-a6bd-87bc462f80ea.jpg,1,0,0,eval
6e249359-2712-4ef6-9b1d-e3549e800bd2.jpg,0,1,0,eval
f7aa031a-95bf-4336-841c-e938e8d3788d.jpg,1,0,0,eval
7befa07e-120c-47cb-ab99-89a83b338a81.jpg,1,1,1,eval
8e4e0a51-f9d8-47fa-b53d-5d1199b3818c.jpg,1,1,0,eval
fded9c71-2f01-47da-883e-66f019c93255.jpg,1,1,1,eval
9e342dfa-0b5e-450b-9f91-d6850837adc4.jpg,1,1,1,eval
9e951f37-e0a9-445f-99be-96e75448a5f3.jpg,1,1,0,eval
c6878453-5563-41c7-857a-0c979cab96f4.jpg,1,1,1,eval
5132583e-4fd7-4d8f-84d4-60c8dabbffe9.jpg,1,1,0,eval
0896489d-d6df-4d2c-9d96-6ad9842aa3de.jpg,1,0,0,eval
d4520fdf-ae34-4090-ae56-1a7cddc26b9e.jpg,1,0,1,eval
c148c749-c522-45c5-832d-fcd34c4afad9.jpg,1,0,1,eval
491dc46d-bb1d-4f9b-8663-0e27bccb6fe4.jpg,1,U,0,eval
e2629124-df05-4036-9669-32a5bfe95c1a.jpg,1,0,0,eval
192ff939-94bc-4fd8-8fa1-e39203e26d2b.jpg,0,0,0,eval
40b3908d-acaa-43c7-82eb-a06816369501.jpg,1,0,0,eval
fcec17ef-fa33-4a12-819f-0189b1d10ecc.jpg,1,1,0,eval
aab8f493-bc89-4bb1-b0ce-04aebc08c25f.jpg,1,0,0,eval
d6830212-a7b7-4aaf-abc4-f4ea418bc335.jpg,1,1,1,eval
900338da-8060-4ecc-ba4b-980fb0338a8b.jpg,1,1,1,eval
2e943574-550b-4aee-bdc9-62aceff72fd1.jpg,1,0,1,eval
d565d5eb-0b3e-4b13-b45e-bf64080293b5.jpg,1,1,0,eval
482365ce-4546-498d-8c6f-8c2922f699a6.jpg,1,1,0,eval
71e87fd4-82a2-4bad-8bf1-3ee0e008a6e0.jpg,1,U,1,eval
bc4232c8-a2f6-44b0-a87f-39433cd35d1a.jpg,1,0,0,eval
e06e608b-c4a3-438d-b15d-f33c3b134d02.jpg,1,U,U,eval
e08ae99f-2fc1-4601-833e-f40241993767.jpg,1,0,1,eval
89fc8a28-856f-42bc-beba-456e725b43ed.jpg,1,0,1,eval
f1887324-4435-4b6a-9193-94c5b8de3fdb.jpg,1,1,1,eval
9edb4265-ada5-4953-8e04-9d9c07258794.jpg,1,U,1,eval
57883283-f48d-4b69-a73d-3ca6931a301b.jpg,1,1,1,eval
7e3769e8-0bc5-4159-bb9d-21a09303fe2c.jpg,1,0,0,eval
a050e34d-3570-43bb-af06-204ec3db04de.jpg,1,0,0,eval
e2c58605-1788-4705-851c-a5f5874d8efe.jpg,1,U,1,eval
bbba1c29-5df4-4bb7-9412-739eaec74447.jpg,1,0,0,eval
4fe805a9-4b88-4304-8d48-043940759823.jpg,1,1,0,eval
f53c44f8-c5a1-48ec-ba0f-339a255c8d24.jpg,1,1,0,eval
53e032bb-210f-485c-b55f-bc154810b97f.jpg,1,1,1,eval
55cdde87-75fa-400f-a02e-a4d4bf41aa62.jpg,1,1,1,eval
d6649be9-9125-46ea-8fd1-61150d00a78c.jpg,1,1,1,eval
5f03138d-57d7-4ef1-8006-7a3bf0fcc312.jpg,1,0,1,eval
b2996c10-6669-4c31-9b96-aedd7c35511e.jpg,1,U,1,eval
91f2f517-09bf-4d7b-985c-7b62099459e7.jpg,1,0,1,eval
51c6c5be-99e2-41e4-892f-efe2bbf52194.jpg,1,1,1,eval
d50fe2f4-25e9-48a1-8c01-a4023c6109fd.jpg,0,0,0,eval
38062c54-a383-49e7-b538-ae8ddf6b98e1.jpg,1,0,1,eval
4d7b8f91-1b99-4741-ace7-5fd3cdd293a2.jpg,1,1,1,eval
b7f1225d-f8e3-4735-94ca-941bb0030a38.jpg,1,U,U,eval
b113e282-eb29-4ccb-96ec-58f08f390ecd.jpg,1,1,0,eval
f1eb5711-03e0-4e7a-9f02-d12ce7cc60d0.jpg,1,1,1,eval
8060d700-7b6f-45ca-bb4d-db966ff9bbd6.jpg,1,0,1,eval
149dfb40-da6b-4964-9089-f82de1149695.jpg,1,U,1,eval
6ce3fb5c-8ca7-4898-bfaa-896f66646a85.jpg,N,N,N,eval
4726926a-c633-41cb-953d-e675a37562fc.jpg,1,0,0,eval
e76907d5-8609-4143-a18d-411b9679502d.jpg,1,U,U,eval
9196936e-29d3-4fc4-89f2-2885ef309302.jpg,1,1,1,eval
b0cb23d2-9b15-47ed-aeab-1f5f940de1b3.jpg,1,0,0,eval
02e75c0c-2bc3-4ad8-97b8-bb8cf2b23932.jpg,1,U,U,eval
74597185-9cbc-46d8-8980-bbc020923b73.jpg,1,U,U,eval
67f15cb7-49d8-4323-9791-71fff55d4124.jpg,1,1,1,eval
05da59a6-a49e-4682-ac10-8c90b53f86ee.jpg,1,1,0,eval
2c8a7afb-c8cd-4a8a-b02d-5b32485af2f2.jpg,1,U,U,eval
3e8bf38d-0be9-475b-a933-a595d45b590d.jpg,1,0,1,eval
c28c2b6a-4394-4d83-b9c3-124040793a91.jpg,1,1,1,eval
01785c03-1f7a-4148-9982-8467e2c4a003.jpg,1,1,1,eval
8b36a8ac-c650-47c6-81cc-93034fa66a7e.jpg,1,0,0,eval
56cce90e-3676-4b56-9ff1-80f8bf2fab59.jpg,1,1,0,eval
9656e585-6fdd-4e02-8c2b-754f03646c3e.jpg,1,U,U,eval
d3dbf1c3-8bfa-46eb-9f41-62a7bc157f2c.jpg,1,U,U,eval
bb895636-757b-43a7-b688-29ef2987bfc1.jpg,1,1,0,eval
8876e1c9-ff82-497c-9114-cdf273b8c840.jpg,0,1,0,eval
032eabe4-03a7-44e4-81c1-05a88ab14b5c.jpg,1,1,0,eval
c3a20040-ef87-4067-b1a6-ed15ec04c4d5.jpg,1,1,1,eval
e9d8c584-a712-4ac1-8164-931019ec2bc7.jpg,1,0,0,eval
f762af0b-38ce-444d-9468-21fd0912d992.jpg,1,0,0,eval
3f0eb430-aefd-420f-8cf9-2b2f934a0110.jpg,1,1,1,eval
06a02a93-ff40-45ee-aec8-71437fc10026.jpg,1,1,1,eval
232f1570-803b-4ca9-901f-df0aeb8afa2b.jpg,1,1,0,eval
87f82c2b-0100-436a-a714-a2585fd1f2e3.jpg,1,0,0,eval
5ab1cafb-6961-4d00-a476-49595a35624f.jpg,1,1,0,eval
b42311f4-dbe5-4b25-b360-1abf367178b1.jpg,1,U,1,eval
d7dedb08-ed9f-468c-93ef-4d346facab90.jpg,1,0,1,eval
93f2f710-580d-4d63-88a3-06f7058e297d.jpg,1,0,0,eval
b425b3b0-ec18-498c-a6c5-f5dc5f534b9f.jpg,0,1,1,eval
baadc436-697e-47a2-9c57-f69b84c3c4eb.jpg,1,U,U,eval
493a5559-98e6-4999-8cb7-adad9c152c19.jpg,1,1,1,eval
1e8b2234-ce03-4521-bc34-5bd995d2531c.jpg,1,0,1,eval
dd68f86e-e34e-4e98-a35b-4f064f2a8a9f.jpg,1,1,0,eval
cf6140a5-4164-4e36-8a11-33a5a0ef621f.jpg,1,0,1,eval
a9e41a11-ede0-472c-aabb-a02739c3d0d6.jpg,1,U,1,eval
74e6fb2c-9463-4759-a590-4d5b95ba57c3.jpg,1,0,1,eval
1aa087d5-00da-4744-bd91-69ed2319df0f.jpg,1,1,1,eval
7c6fc106-7e5d-4b20-a76a-bbd212ee5683.jpg,1,0,0,eval
149de272-8ecd-431d-82de-130f1e472325.jpg,1,0,1,eval
f63fc478-a699-4e52-be2e-8269b6a59b60.jpg,1,U,1,eval
f027b8ce-d001-4a94-9101-62318a867ee8.jpg,1,0,0,eval
a028ea0f-838b-4716-80e7-52737dbec16b.jpg,1,0,0,eval
a5fe0656-9e5e-4385-a3ec-7f27ceab1994.jpg,1,1,0,eval
202a7b29-cd40-44cf-bbc8-81b39c5b3d42.jpg,1,1,1,eval
f0420f1b-362a-4634-b26b-033bc9730ff6.jpg,1,1,0,eval
ac2dd420-b458-41f7-bd8b-4d72aa69d114.jpg,1,U,U,eval
d31a50d3-cd8d-4618-b110-aa28c6856874.jpg,1,0,0,eval
186645ef-e136-49c3-ba15-d12be532df44.jpg,1,0,0,eval
e8886f74-cb70-4d3c-960b-e83d42bf6573.jpg,1,1,1,eval
593a6a38-9a77-4813-b3a9-ca9b51b88f9c.jpg,1,U,1,eval
6c46fc7a-2dd7-4fcf-a47c-e3538191304c.jpg,1,0,0,eval
c0fe3d99-c8dd-4840-a40d-8f916eb5d042.jpg,1,U,1,eval
5575fffa-dc5e-4b46-9712-a73b1a8216ac.jpg,1,U,0,eval
0eb3c995-cb02-4cef-932f-9b15f4969de6.jpg,1,0,1,eval
fceae276-bee4-445c-9a80-1ef8d9ea7c6b.jpg,1,1,1,eval
b67a41dc-baf9-4512-94f4-1d90c4e82ab9.jpg,0,0,0,eval
32b8e421-05e9-44be-bedc-177a5da1cbb4.jpg,1,0,1,eval
e3ee5ed1-7a1c-4e33-94d7-3f2cd2570914.jpg,1,1,1,eval
a37ce29a-2e50-43b9-910f-14855c4933c8.jpg,1,0,0,eval
6708dc41-8a67-4c91-989d-860391a024aa.jpg,1,0,1,eval
dde9bec5-da6f-489c-9a1d-51f4f086edfd.jpg,1,0,1,eval
46bbe96b-0a1e-4d3d-937e-3d68c1e3b0db.jpg,1,1,1,eval
d7ad9028-265b-449d-bc0e-5152f3b8c99c.jpg,1,U,U,eval
a2cda5ea-aa5b-4e85-be87-95cc03182580.jpg,1,0,1,eval
bb7cf561-a37c-4e0c-84a2-c6be2df9e94a.jpg,1,1,1,eval
065d28bc-1d7e-43ed-9d18-618d5bfe3ca2.jpg,1,1,1,eval
3c24f3ae-870c-4a39-b53c-c3670f3b2c9e.jpg,1,1,0,eval
