file,leaves,whole_plant,fruits,flowers,reproductive_structure,time,buds
1a908a13-762e-43fb-9938-7251bf683722.jpg,1,0,1,0,1,8.75197266699979,NA
1aa087d5-00da-4744-bd91-69ed2319df0f.jpg,1,0,1,1,1,4.293458374973852,NA
1ac29904-34cb-4fb7-a88d-79e2a18ac198.jpg,1,1,0,0,0,6.626623707998078,NA
1ae3391f-7873-4419-9f54-187bf67b80f1.jpg,1,0,U,U,1,4.549521834007464,NA
1afe47be-3501-4aec-a9d9-8f482f13a3e8.jpg,1,1,U,U,1,8.765920749981888,NA
1b270c16-4ee6-420a-9c55-fa409fc2f1dd.jpg,1,1,U,U,1,32.83314049798105,NA
1b48cc61-d012-4060-aea0-1772079cbf2e.jpg,1,1,0,1,1,12.441179999965245,NA
1b66f0d4-699d-4db2-94ba-88ecc4b473bb.jpg,1,0,0,0,0,15.707091958029196,NA
1b93628f-5c86-4dd7-990e-0dba3032f19b.jpg,1,1,1,1,1,10.39824645902263,NA
1baa53b7-cedc-4465-9c0b-2f6577e1df42.jpg,1,1,1,1,1,27.80742020796538,NA
1be485cb-6b7e-430c-993d-92885786af9b.jpg,1,0,0,0,0,3.080300250032451,NA
1c20528b-bcac-4a8f-a8d9-5b776c7c9b05.jpg,1,1,0,1,1,5.317990208044648,NA
1c5494a9-1c87-4ada-a582-03f99fc47d02.jpg,1,1,1,1,1,285.2300889590406,NA
1c7951b0-1edc-48fe-8151-fae539714959.jpg,1,1,0,1,1,23.944730125018395,NA
1c9d7545-cf29-4323-a47b-a5fbfa69b8e1.jpg,1,1,0,1,1,44.35935516696191,NA
1cbf8927-d00c-46bd-aa07-131896c3ba58.jpg,1,0,1,0,1,8.33305441698758,NA
1cdb97cc-1b97-47d6-a265-abaf121f6844.jpg,1,0,1,0,1,143.9496781250009,NA
1d071ece-b9af-4ab8-811b-c6b6de12f5f3.jpg,1,0,U,U,1,26.449859125007837,NA
1d198f03-8211-4423-a088-b2f10ab962ac.jpg,1,0,1,0,1,6904.845985374996,NA
1d462c76-4499-41ca-b48d-5d10c1bf2e2f.jpg,1,1,1,0,1,121.144276375991,NA
1d60424c-7442-4762-9486-a2b8d8d3cbc9.jpg,1,1,0,1,1,8.772989290999249,NA
1d8e32ef-37a5-4d7d-8dbf-37698e8939d7.jpg,1,0,U,1,1,136.00173783296032,NA
1db2b99a-0698-49bd-9083-3d421e9eb89d.jpg,1,1,U,U,1,96.80973170797232,NA
1dcb73bc-9bb1-430d-990e-56084356c4dc.jpg,1,1,1,0,1,9.632443415990563,NA
1decea7e-c486-4bc7-ae31-e80ac94e66bf.jpg,1,1,0,1,1,46.94446358197388,NA
1e1b6291-adb3-4d18-b932-3683e804800d.jpg,1,1,1,1,1,32.411145541979295,NA
1e4c91d4-c77e-40df-a9d1-f456e0a04e0a.jpg,1,0,0,0,0,43.44166370900348,NA
1e8b2234-ce03-4521-bc34-5bd995d2531c.jpg,1,0,0,1,1,18.07631825003773,NA
1ea38b9e-ae3d-495e-85e8-f0ec02cdd8ad.jpg,1,0,0,1,1,4.850114999979269,NA
1ebf9821-7ae8-4001-be32-c2d25dc4a9ea.jpg,1,0,U,1,1,104.6506200009751,NA
1eec150a-f92f-496f-9d70-b1cbb7016295.jpg,1,1,1,0,1,28.221925458987243,NA
1f1061aa-5a74-4e1c-b04a-3ad34aca9beb.jpg,1,0,0,0,0,31.37776104104705,NA
1f2a1704-5f54-40b0-8acf-136f0d19b86d.jpg,1,1,1,1,1,18.047634166956414,NA
1f57dac6-87a1-4e61-a3ca-e65e7b789f05.jpg,0,1,0,0,0,63.81409758198356,NA
1f81f153-102c-4911-9a06-ccac280f4742.jpg,1,1,1,1,1,20.418888708984014,NA
1f924869-a2ef-4427-9e0e-fa012e05f2e2.jpg,1,0,1,1,1,6.651655417052098,NA
1fbe8576-8876-47fc-a84e-34b982ae3c5d.jpg,1,0,0,1,1,8.79189799902747,NA
1fd05014-a804-4dc2-9ab8-822b09fd5ee6.jpg,1,1,U,U,1,4.181090082973242,NA
1ff8c7e1-e85b-4df0-acf3-7d14fa927853.jpg,1,0,1,1,1,13.561082707950844,NA
202a7b29-cd40-44cf-bbc8-81b39c5b3d42.jpg,1,1,1,1,1,13.796600124973338,NA
204925af-a027-4c41-8654-20aa50ae3d4f.jpg,1,0,1,0,1,19.807552208018024,NA
2081a780-ab93-4f56-9594-ea9b26c3abfe.jpg,1,1,1,1,1,9.528961749980226,NA
20968512-ee45-4368-9556-e55d200650c8.jpg,1,1,1,1,1,7.014317957975436,NA
20bf0e7e-f0fd-4050-b4dd-7db6ff9bf680.jpg,1,0,0,0,0,4.617013959039468,NA
20e6f0bc-efe1-4cd3-8fa8-a52307fe324a.jpg,1,0,1,0,1,243.6045212510121,NA
2109093e-7987-487d-8236-9240314a2aeb.jpg,1,1,U,U,1,6.3167576669948176,NA
213660dd-c3c2-4e58-bfda-7b3163309851.jpg,1,1,1,1,1,48.65512995800805,NA
21549d85-6d12-4041-b0f5-fe7f7a8890be.jpg,1,0,1,0,1,16102.00022108398,NA
2172e943-43a0-4e7c-84cd-25d31e7db8c8.jpg,1,0,U,1,1,419.9587773749905,NA
219c3b41-f7cb-4cae-b02f-b62e9992df58.jpg,1,0,1,0,1,12.26610529200002,NA
21d30f44-07ab-40a9-8ac9-d59ceecc2ecf.jpg,1,0,1,0,1,18.319663708000007,NA
21fa1f8e-ed37-4164-a681-26b7fece98fe.jpg,1,1,0,1,1,17.817031250000014,NA
2229926f-8e6f-4a0c-8ce2-2a812be37472.jpg,1,0,U,1,1,18.72940516699998,NA
223c2049-da16-421c-9797-cab7299b026c.jpg,1,0,0,1,1,12.003447209000116,NA
2257f46b-c394-4970-85b1-f07f60e6e28b.jpg,1,1,1,1,1,300.8648255000076,NA
22792a1d-2f4f-451b-b009-61708803c5eb.jpg,1,1,1,1,1,10.254891042000054,NA
22a1fd96-1768-431a-8d3c-731e1baa7ecb.jpg,1,1,0,1,1,15.73974925000016,NA
22ca0de5-8caa-4581-afc3-aa08301d482c.jpg,1,1,1,0,1,59.75452662498879,NA
22dff7c3-2874-4cf0-9f29-14f64f679bb1.jpg,1,0,0,1,1,8.435071291999975,NA
22fab65d-84af-41ef-94d2-d187c4e4c54b.jpg,1,0,0,1,1,32.55841154099994,NA
2329237c-d36f-41d7-a665-1bc5e3bb832d.jpg,1,0,0,0,0,6.121036125000046,NA
2351b9f6-5281-4c45-906a-5c6265e267d8.jpg,1,0,0,1,1,124.06847216698657,NA
23771233-4aad-416b-bc93-bba380cebb08.jpg,N,N,N,N,N,1.870863707999888,NA
23a26efa-473c-413b-a2a9-c68d9750bfe1.jpg,1,0,1,1,1,16.965798333000066,NA
23c827bc-df97-4112-8ad6-5a6a08fd8f18.jpg,1,1,0,1,1,42.65954891599995,NA
23e68b1d-f3df-486c-8d3a-ffd906f6d956.jpg,1,1,1,1,1,16.480289125000127,NA
240f168b-9f28-431f-bd52-2fb543b61882.jpg,1,0,U,1,1,11.379330208000056,NA
242eb36d-b310-4a32-9be1-1f0f1774137b.jpg,1,0,0,1,1,64.20614800099816,NA
2456c01f-dd60-46fb-a0e0-cbe6d4d32dce.jpg,1,0,0,0,0,3.483294874999956,NA
247b9105-4953-4f7e-909f-62910021be4f.jpg,1,0,0,0,0,3.827621041999919,NA
24a291c5-fce3-4171-b0db-ded7c735e7c4.jpg,1,1,1,1,1,48.48344225000005,NA
24c9792a-60a1-4f94-b38b-60bdb01557de.jpg,1,1,1,1,1,6.198712499999829,NA
24f20ca3-d4b2-4aec-b41d-8e6e8ea44da8.jpg,1,0,1,1,1,17.247254416000033,NA
25196372-56d8-4410-a084-417fb43cfe9f.jpg,1,1,U,U,1,18.064555791999965,NA
253ca476-3c4b-4210-b039-5145852e35c8.jpg,1,1,U,U,1,11.830753959000049,NA
2563ab27-30c7-4c91-904d-a808c3b30021.jpg,0,0,1,0,1,12.263567749999993,NA
2595be73-1b82-4c02-9715-a4d736be1a02.jpg,1,1,U,1,1,163.1690461270034,NA
25bc816d-cdb6-4092-bdfe-a7a6940e5a9a.jpg,1,0,1,0,1,18.48162408300004,NA
25f51b76-2eb0-4afe-adb6-95738d514043.jpg,1,1,1,0,1,87.44030749899798,NA
261080b8-e156-4452-8b69-2fecae0eadc3.jpg,1,1,1,0,1,57.73688020800432,NA
26245bf5-9ed4-4923-8558-3f97b689c306.jpg,1,0,0,1,1,42.72721375098604,NA
26424140-166b-4239-aa0e-93a0a7552d7b.jpg,1,1,1,1,1,21.10320783399993,NA
26813cf4-6f04-4391-bfe9-b2af328bfde0.jpg,1,1,1,0,1,46.509690915004285,NA
26bb85d6-d8e1-4286-8cea-960ea42c2d60.jpg,1,1,1,0,1,18.00907545799987,NA
26ec8cf0-d8dd-480d-b4cf-378ff6f3e9aa.jpg,1,0,1,0,1,18.094651542000065,NA
