file,flowers,fruits,leaves,reproductive_structure,whole_plant,time
0678bcc6-d8e2-4d87-88dc-449cc6a41250.jpg,0,1,1,1,0,5.76526145899993
068f82f9-5aba-418a-840c-21b9ceeca836.jpg,U,U,1,1,1,2.1999762920000876
06a0beb3-d77a-407e-a76c-e865d696f212.jpg,0,1,1,1,1,241.94523949801442
06c3cd82-7115-4953-b0bb-d78256e96bac.jpg,U,U,1,1,1,89.3769359590134
06eb77c7-ecc2-4edb-8681-4d264a5bf958.jpg,0,1,1,1,0,5.4807561250000845
0710c58e-0b61-40cb-b232-21d61d532c82.jpg,0,1,1,1,1,6.967828666999935
07304795-70fd-4b06-8cdb-c05f3794096a.jpg,0,1,0,1,0,3.396391959000084
074ffb91-af93-4628-af88-b738f66440a2.jpg,1,1,1,1,1,6.7694397500000605
07721af1-bcbb-4afd-966a-007e190b1110.jpg,1,0,1,1,0,14.591326000000095
078caff1-31a6-4798-a1b2-e076aac2860b.jpg,U,U,1,1,1,6.858168625000076
07b5ea84-56b6-4a2c-bc0b-a3898ee37583.jpg,N,N,N,N,N,1.2805982500000255
07d83078-d939-46d4-a71a-eb87dcb12169.jpg,0,1,1,1,1,7.1317518749999635
080355fe-3183-4c43-a423-babb3fa38b5f.jpg,0,0,1,0,0,2.6473666670000284
082487f1-8ff3-40bc-8e26-c3e0ce5c4053.jpg,0,1,1,1,0,3.809027291999996
083d0a57-936b-4ca1-bf5d-4d5a023d65ac.jpg,1,1,1,1,1,3.763405042000045
08659da9-bd95-4e16-b52f-dfdca61e1bf3.jpg,1,1,1,1,1,5.425339375000021
088f79a9-4383-4e84-934e-bf67d1661836.jpg,1,1,1,1,1,3.8126477499999964
08c0922b-e873-425d-abe4-ec1df93fbd58.jpg,1,1,1,1,0,6.607222957999966
08eb0628-62f5-4f3a-9e88-3e1ca0e6c067.jpg,1,0,1,1,0,2.958376166999983
09111c92-05a6-4f00-8acc-991c6ae62cb2.jpg,0,0,1,0,0,16.91334179099988
0941f8e9-36f6-4978-a9db-502264e684a6.jpg,1,1,1,1,0,7.435955792000186
0961f724-e29c-4ec7-adfa-2eb62a2c1bb1.jpg,1,U,1,1,1,7.8806843329999765
09828dff-80ea-4c66-853f-cddc853ed2ee.jpg,1,1,1,1,0,64.519263583986
099b79bf-c42a-4fd0-a0f2-4c3f31172b63.jpg,0,1,1,1,0,45.20632333298647
09c75ad8-65a9-4835-a4fc-e3f3d58064a6.jpg,1,U,1,1,0,35.349967540996545
0a03e954-881c-47cf-acb1-a83bbd8ce8a1.jpg,1,U,1,1,0,6.452318915999967
0a3ccb19-e999-42a5-b9ee-e921177f431f.jpg,1,1,1,1,0,115.97739041601164
0a5b459e-5c08-4af8-ab1d-40ae98690af8.jpg,N,N,N,N,N,0.8396443330000238
0a7b980f-f564-46b1-9566-6a594981c4db.jpg,1,0,1,1,0,7.306791707999992
0a9eb600-ce0a-4e95-ac64-5301104bc8c1.jpg,1,1,1,1,0,9.67823887499992
0ac8f3c2-94e2-4173-bc5e-66492a403d62.jpg,0,0,1,0,0,2.256591333000074
0aeb7261-e185-4c30-998c-34eeeeb6ec7a.jpg,0,1,1,1,0,2.819499333000067
0b02543c-3917-49db-9ed4-5d66fa86cbfd.jpg,0,1,1,1,0,2.8971445839999888
0b2727c6-dcde-4b79-bae5-d3816e4037ef.jpg,0,1,1,1,0,24.477405875976046
0b4b9f3e-a039-48f7-b198-f6c104a421e3.jpg,0,1,1,1,0,2.5936924999999746
0b747254-bf53-4c9e-b6d1-a127ca3476a9.jpg,0,1,1,1,0,4.437519875000021
0b918d10-dd2a-4c8a-96dd-7bc40f15688e.jpg,0,1,1,1,0,2.3617517499999394
0bbd2485-35aa-4862-87e2-83a74a2f2ed1.jpg,U,U,1,1,1,3.4033322080000517
0be08627-6817-454e-b989-d4e1b7cfd084.jpg,0,0,1,0,0,15.445279417000052
0bff459a-c3a8-4ae4-af49-6d6cfd5f0ad0.jpg,1,1,1,1,1,9.770264874999953
0c22e4f5-94cd-4608-b63d-4b3197657656.jpg,U,U,1,1,1,2.064654833000077
0c5385d2-023c-4c4d-b244-729640d60f32.jpg,U,U,1,U,0,4.309113457999956
0c75875b-929c-4e72-9629-cf5cbda91fcc.jpg,1,0,1,1,0,45.404453083994895
0c88bbd9-61f3-4a10-b9f7-0b150c2fae0a.jpg,0,0,1,0,0,5.067297250000024
0cb170d6-4b82-4c23-9913-3a7a4623ec6d.jpg,1,0,1,1,0,87.8004117070193
0cee811f-d267-49a3-aa31-7926176c07b3.jpg,0,0,1,0,0,6.942391124999972
0d1b41ed-3cd2-4d05-b38b-baeae4b5571a.jpg,1,1,1,1,1,6.538296959000036
0d4ddc33-5f2c-486d-84d2-fe3c59c3fa05.jpg,1,U,1,1,1,4.200155875000064
0d6d0a1b-3ac2-4f92-95d9-a1f7fd2521eb.jpg,1,U,1,1,1,5.586735124999905
0d992c2a-7a7a-47bd-9e04-c34983dfb100.jpg,0,1,1,1,0,3.080587458000082
0db49ec0-e2c0-4b19-9fa6-92c817b6c690.jpg,0,0,0,0,0,4.484613999999965
0dcf5c69-b6f1-4534-8a9c-d9c2aaca55bc.jpg,1,1,1,1,0,8.184177750000003
0e022dfb-c6e8-4b9f-b871-c119a0c67ef1.jpg,U,U,1,1,1,13.867125164978916
0e3661e1-6981-41f7-a085-3aa156d8a492.jpg,0,1,1,1,0,50.40184095904033
0e55d881-4567-4c4c-af62-dc0001a9e0ff.jpg,1,1,1,1,0,56.50173054199081
0e7aea8b-eab2-473e-b43f-ece94de13571.jpg,1,0,1,1,1,94.1998180849763
0e976a5d-0d17-442b-86ae-eda2f9d3382a.jpg,1,1,1,1,0,13.680636458014078
0eb8fd11-f8d6-46d2-a15d-9db5677cb2ca.jpg,1,1,1,1,1,31.02605029301185
0eecb0de-3b16-4038-a730-0d48ec6cadc0.jpg,1,U,1,1,0,24.511595291024832
0f0fb872-75fa-4994-b5b0-c393b140decb.jpg,U,U,1,1,1,2.7726269160000356
0f3b1a74-ef81-4852-9c69-697c4fc0e8f5.jpg,0,0,1,0,0,4.732772666999949
0f49810e-1f69-42d2-940d-a9cd9c0b3fc2.jpg,1,0,1,1,0,4.387018624999996
0f65f426-2a78-4b6d-a816-5e65c8efc577.jpg,1,0,1,1,1,2825.424691166011
0f8b60ae-4e8c-4742-a43f-7d4fc4bcb9a1.jpg,0,1,1,1,1,14.630823582994822
0fae6e6a-05ba-4c22-be2e-df6c2bba633a.jpg,0,1,1,1,0,43.078200750010296
0fe1408d-5e07-40ff-82cc-5c88a96ff965.jpg,U,U,1,1,1,2.1735145410000314
0ff7f386-5415-4289-98da-1cf9034fa696.jpg,1,1,1,1,1,4.9230668329998934
1028fa0c-f085-4233-b3c9-7e2d7aa9ff3c.jpg,1,0,1,1,0,6.38751400000001
10429aae-6ae3-47a9-93f6-5120e2773ef2.jpg,1,1,1,1,1,120.44205258298234
107cb4db-de5e-4cce-b445-47d16f1c7f25.jpg,0,1,1,1,0,4.111862374999987
1096c984-ac5d-4952-ba5d-eed760904b66.jpg,1,U,1,1,1,7.895871166999996
10d26af0-bc20-4e6e-a881-1479c6676e73.jpg,1,0,1,1,0,10.85353962499994
10faad42-76a4-4b48-90ee-5df0fe3a663a.jpg,1,0,1,1,1,46.72874100101717
1121906a-fc1f-4e68-b745-fe78112d987c.jpg,1,1,1,1,0,7.429943624999964
11456f4f-7461-4f5c-9dd3-b7c66adde1a7.jpg,0,0,1,0,0,1.9704925420001018
116755e6-864a-4049-a30b-1c835da364e7.jpg,0,0,1,0,0,3.0814327909999975
11893f28-fe32-4519-91e3-c53ed8c96572.jpg,1,1,1,1,1,19.065225958002657
11bb2de9-1784-45c9-b2ae-1d123a530c39.jpg,0,1,1,1,0,42.50816208400556
11d8b81d-288e-4092-a816-f42810284f96.jpg,U,U,1,1,1,34.68864399803783
11ef46d7-af58-4636-a26e-1ee4d9da4d88.jpg,1,1,0,1,0,1947.0780981660323
120b2e68-55cd-47ce-b4ac-f4d71a31af55.jpg,0,1,1,1,1,22.556335541989938
1238fa59-9f45-42ce-bc80-599f4237cf5b.jpg,0,1,1,1,1,61.31628012603505
125008c0-fe87-44a6-8053-3454b91cc363.jpg,0,0,1,0,0,2.043616291999797
126db594-1ef1-4532-9b21-ead5331e8762.jpg,0,0,1,0,0,9.525134957999853
1289dd9f-35b6-41cf-a0fc-8f556d49c337.jpg,0,1,1,1,0,13.467421375999265
129bc35a-61c4-4acc-a201-745afdad84fc.jpg,0,0,1,1,1,82.86369133396738
12b697c2-e68f-40e5-a07c-79a2c4b28907.jpg,1,U,1,1,1,41.994141416980256
12f7f994-1727-41cd-bd95-cd6cb6678127.jpg,0,0,1,0,0,3.598559625000007
131ef88b-ee3b-49fc-9f62-8d6cdc3f32a0.jpg,1,1,1,1,1,32.3184219590039
1359b83b-cd48-41a6-b0bb-96564c114d37.jpg,1,1,1,1,1,13.225040917985098
1389cca5-9ca1-40aa-93fa-ece6c88a028b.jpg,0,1,1,1,0,10.232350374999896
13c0883f-ce0d-4b89-9e43-cc03d8dc7902.jpg,0,0,1,0,0,2.1379625419999684
13dbefaa-8d42-48f7-a1e8-392abb689782.jpg,1,1,1,1,1,12.005482459005862
1413fbb8-df28-4768-9c78-30d1692df0ae.jpg,1,U,1,1,0,17.335647042003757
142d25be-741c-4276-a3a8-de19f19ee402.jpg,1,1,1,1,0,10.882626458019558
144d6344-c012-4024-8a27-83d55506d897.jpg,U,U,1,1,0,5.143351833999986
1479840a-055f-485d-a6e6-b1aa53968782.jpg,1,0,0,1,0,4.562753624999914
149dfb40-da6b-4964-9089-f82de1149695.jpg,1,U,1,1,0,46.284010415999774
14bedef2-a15b-4e5b-a01d-5fbd094687b6.jpg,1,1,1,1,1,106.65558424999881
14ecef83-1830-4090-9f23-569c35ce082e.jpg,1,0,1,1,0,3.5639477920001355
150253de-10e3-46f0-841d-c51cd95f8e4c.jpg,1,U,1,1,0,21.24347204098035
15251772-661a-40c5-881a-4569683bf888.jpg,1,0,0,1,0,41.15995316695921
154ef3d2-6d6f-48f6-8ecc-0bffbe398d09.jpg,0,1,1,1,1,297.0060035839906
156d47c1-1094-448e-88de-dc5d2ef54a9c.jpg,U,U,1,1,0,26.359307585982606
15a1b326-203e-4e0b-b42b-e9e94084c15c.jpg,1,1,1,1,1,5.95513566700015
15d0130d-c2af-45e3-b8da-3db322827952.jpg,1,0,1,1,0,57.326293499997064
15fa3212-ed49-4bfc-a856-841348e4f979.jpg,1,0,1,1,0,145.81122383496086
16153bc9-441a-4002-878f-e38e9857e5ca.jpg,0,1,0,1,0,4.340890124999987
1634db2d-a068-4f23-8b92-9b00fcd08bbe.jpg,1,0,1,1,1,3.9461926250000943
16580fb8-d633-4ec7-85fc-4e7a9b37672e.jpg,1,U,1,1,1,4.464527833000147
168fd1ba-f4b2-4e61-90e2-bbd3506cbc81.jpg,1,U,1,1,0,6.699938667000197
16ae2355-524f-4ea1-99d7-2cc785d836c1.jpg,1,U,1,1,1,82.31572066598414
16c5785f-0167-4bc6-b845-815ce036b4bf.jpg,1,1,1,1,1,80.97435545803228
16e33598-a689-4e76-b417-1334649e1e31.jpg,0,0,1,0,0,2.5116654169999038
17106fda-2c94-4f98-b163-d40b48db0dc2.jpg,0,1,1,1,0,3.034307207999973
17350aa2-d126-4be9-b164-03b3f8c38cde.jpg,U,U,1,1,1,2.3306340839999393
174cc092-19b9-4b95-99e1-1e3b733f4566.jpg,0,0,1,0,0,3.4783253340001465
1778b249-e1df-4306-b399-6f0762fd3e05.jpg,1,0,1,1,0,6.760273708000113
17a23590-69f9-427e-932d-753059747e98.jpg,0,1,1,1,1,204.849333417023
17b5adc7-fe5e-413c-9753-6442e9634d89.jpg,1,0,1,1,0,18.592369332987346
17e852bb-6db0-486c-b2ec-6a87268e382c.jpg,U,U,1,1,1,2.5500190410000414
181408d2-0a9d-4b17-af73-6a2e20150aee.jpg,0,1,1,1,0,10.371008458005235
182a74de-b564-4e58-9b23-76dfbde80053.jpg,1,0,1,1,0,59.6509310829822
185c9599-6212-4b23-b94c-52e6aca31153.jpg,U,U,1,U,1,15.646593083009975
188ce219-53a9-497a-a4d8-184e671bed8d.jpg,1,0,1,1,0,7.069104958000025
18b6b355-d412-4c44-a6aa-1fd79277f089.jpg,0,1,1,1,1,3.589273542000001
18d9b303-358f-4702-a467-71903a7c68ce.jpg,1,U,1,1,1,72.54294479196506
190ba3cb-fbd3-435a-acd8-21cddfe4d1e6.jpg,1,0,1,1,1,6.27123000000006
19300568-2db2-430a-8bdc-4bacdf89f938.jpg,U,U,1,1,1,2.2449412500000108
1958f1ff-8d86-4636-9d22-1729af1e4325.jpg,0,1,1,1,0,11.202535833993807
197f57fd-c1ab-4471-9d9a-e481d1e435dc.jpg,0,U,1,1,0,222.27438825097147
19a0a411-3487-4d56-bcc5-008e41916790.jpg,1,0,1,1,0,14.286074166979915
19cec794-fe3b-42b8-aa5b-1f8cb73b01b8.jpg,0,1,1,1,1,85.48884062297225
19f20cac-5439-4703-9563-b6378b475a7a.jpg,1,0,1,1,1,26.069776373978584
1a1c9455-b570-4fb9-a6fe-f8b7756826be.jpg,1,U,1,1,0,71.60054249799873
1a3a0866-1979-49a2-a7d1-4e50459fb958.jpg,1,1,1,1,0,9.580835042000217
1a6ac01d-87c6-4ab7-8aa8-12e2049de600.jpg,U,U,1,1,1,8.858883417000015
1a9096e5-be01-41b6-bd35-b16a8dbb1eb5.jpg,1,0,1,1,1,54.306839084002604
1aa27532-96d4-4648-a870-310bb8d228b7.jpg,0,0,1,0,0,2.7151204580000012
1ac66c0c-0fbc-45b6-9e7e-2e17065064e2.jpg,1,0,1,1,0,113.22625999898378
1ae96f40-d2fa-453e-a65a-7cf637299576.jpg,0,1,1,1,1,189.80249491701557
1afe8311-6dd7-46e6-b2b6-11e9e50225d1.jpg,1,0,1,1,0,86.53813375000368
1b272a56-e947-49eb-8d12-8b5c481a0ef5.jpg,0,1,1,1,0,21.35101379098046
1b4dfdfa-bdda-40cd-96eb-c28bb258ccad.jpg,U,U,1,1,1,2.505925124999976
1b6992b7-a118-4f5d-81f2-0e81d4c94677.jpg,1,U,1,1,0,84.62495412500493
1b93c52d-8e7d-4103-8a96-2ab531986f2b.jpg,1,1,1,1,0,59.030736832992716
1bae5e33-3841-4190-a3bd-911b53b786c4.jpg,0,0,1,0,0,5.910092125000119
1becc56a-3499-4308-96dc-c02408cb36ae.jpg,0,1,1,1,1,13.131493332996797
1c2060f8-06f7-4c59-9e57-584e86b2c7b2.jpg,U,U,1,1,1,2.801949499999864
1c5c3c2b-5d61-44f2-9388-00db1996ce29.jpg,0,0,1,0,0,3.092013791999989
1c7a043d-2792-4908-bfa3-9b3e71076de5.jpg,0,1,1,1,1,24.610887292011057
1ca14319-e4a5-4339-a72c-544445a2ead5.jpg,1,0,1,1,0,26.01903637500368
1cc030bd-2392-4f88-9c07-a98d74512d39.jpg,1,0,1,1,0,25.861456541985717
1ce0062f-c7c7-4543-a0ec-108fdc670289.jpg,1,1,1,1,1,206.31559879099177
1d0b210e-9fed-49b5-9c3a-4775395488a2.jpg,0,1,0,1,1,182.9345735410236
1d2126b9-cae3-472b-8b32-0247efec0878.jpg,0,1,1,1,1,14.881668584979025
1d4656db-d0ed-428c-b2f6-2cab7f185705.jpg,U,U,1,1,1,2.8913881250000486
1d66f000-8f26-4fd5-b91e-43c5482d42d0.jpg,0,0,1,0,0,5.016697125000064
1d8e99da-a031-4464-8c2d-a99e7e91a3c3.jpg,1,0,1,1,0,5.589108291999992
1db4d610-6cba-44db-b2a8-bc6bb88dde34.jpg,0,0,1,0,0,3.179519500000197
1dccc1ac-191f-40c4-954d-7e2a884b2e15.jpg,0,1,0,1,1,45.55344979101733
1dedfd84-838b-48ea-b932-d0bb0343442a.jpg,1,0,1,1,1,142.70589604199768
1e21d070-2b96-4c12-856e-c15dfd07173a.jpg,1,0,1,1,0,23.138797999976987
1e557af4-3fcd-4d2b-8287-3abb0a78c29e.jpg,U,U,1,1,1,2.158626166999966
1e8cc342-61e0-47a6-b008-8395aae2f3a6.jpg,0,1,1,1,1,90.55345599904945
1ea5d77d-3a21-43d4-aa0a-40cfb2135ff6.jpg,0,0,1,0,0,2.7104303329999766
1ebfdb7b-d91d-4b95-b9e0-c18a803ed125.jpg,1,1,1,1,0,147.46885516600105
1eed48ba-f872-4bf6-b442-d59a4b1d6908.jpg,1,1,1,1,1,81.97307654099995
1f130e34-3e4e-42da-90ad-f150b93b61a1.jpg,1,0,1,1,1,16.375521209000226
1f2db4c6-4752-4dc2-9d34-2814de623cfd.jpg,1,1,1,1,1,5.816282207999848
1f5b8970-97a7-4ef1-a846-034df61c3d03.jpg,1,0,1,1,0,39.161793959021
1f87a9aa-b22e-46fb-8667-e1b97ff37ebf.jpg,1,U,1,1,1,4.854226334000032
1f92fa08-6022-4dc7-a5ec-3d020ca29c21.jpg,1,U,1,1,1,4.676578875000132
1fc404e1-ec11-4ae3-b16d-44ca713a870a.jpg,1,1,1,1,1,20387.895252498973
1fd15aa0-e8c0-4803-babe-07affe9050ca.jpg,1,0,1,1,0,1380.1755901660076
1ff8db58-bd3c-478b-bf3b-46e965a7fb7c.jpg,1,0,1,1,1,101.49671474998104
202b3ca9-1eba-461f-a43a-997ef3e79bb5.jpg,0,1,0,1,0,5.381217916999958
204975d5-6b14-4cc5-b4d8-e7d0d30a7aee.jpg,0,1,1,1,0,134.9277969570178
20823bc6-0d58-4403-85b0-a97a054094e9.jpg,0,0,1,0,0,2.239824125000041
209803ea-61a5-4cdc-a835-e7a7f4c52cac.jpg,1,0,1,1,0,4.619114374999981
20c09bc2-a3f8-4273-a245-22d4c0524a48.jpg,1,0,1,1,0,108.19758804098251
20ee847b-5696-49c5-a957-01f5d64abe4b.jpg,1,1,1,1,0,57.67148741800702
210b9a2c-b83d-42a3-ac43-ac121cabdb5e.jpg,U,U,1,1,1,15.066033208000135
21375e8b-45c4-43b1-9ad3-2e8df6bd89cc.jpg,0,1,1,1,0,13.37594679100016
215c23d0-80a4-4460-b158-ace32bc69b83.jpg,1,0,1,1,1,281.07045662398264
2175e194-49d6-4151-935d-e13eb3cbf786.jpg,1,0,1,1,0,15.10278866700014
219e83a6-76d8-4b25-9c25-16d0af72e9d2.jpg,0,1,1,1,1,343.7670135820415
21e3483d-6452-4ddf-846b-041136bab1ed.jpg,0,0,1,0,0,6.341401749999932
21fbce5d-4678-4f65-81bb-9b4e13034d81.jpg,1,1,1,1,0,5.55478416599999
222a86af-e359-4f54-927e-a2756abd8e0b.jpg,1,1,1,1,1,52.164819833012416
223cf55d-ea8e-4d1e-a670-ed0fa482c88c.jpg,1,1,1,1,1,6.760403291000102
22584562-299c-4e91-93aa-f84e2c883ee2.jpg,0,0,1,0,0,4.187392833000104
227d5499-4ecd-45c1-9935-44905d699773.jpg,0,1,0,1,0,47.83206495801278
22a30788-1256-4c42-af35-726cfacb248c.jpg,1,0,1,1,0,37.918593167000154
22d043cf-b6e9-4bb9-97db-2a1dad8638cc.jpg,0,1,1,1,0,34.6974119159986
22e0747d-2444-4908-84f5-8b39e9f81a28.jpg,1,1,1,1,0,25.801750249000406
22fdf557-f172-451c-9fd2-36970c961644.jpg,1,U,1,1,1,317.8433482059859
232f1570-803b-4ca9-901f-df0aeb8afa2b.jpg,0,1,1,1,0,12.131161124995288
2354ce3a-a6d4-45b1-99f4-5fda8cddec25.jpg,1,U,1,1,1,383.0269669990357
237abc5f-aad4-43ff-b8c0-ddb40636fa12.jpg,U,U,1,1,1,21.860829916970943
23a5000e-f046-4b59-a8d7-f5c8f8fe4e98.jpg,1,1,1,1,1,19.769038249999994
23d0e129-8642-49c2-8e73-d263f6740855.jpg,0,1,1,1,0,6.186113292000073
23e9c8b2-9c02-44fb-999a-7bf08c075632.jpg,0,0,1,0,0,773.907667917
24133586-6ab7-408e-946f-5d1fac1ab725.jpg,1,0,1,1,1,13.698083124982531
2433b429-e53b-4010-b242-ca2d889cd0d1.jpg,1,1,1,1,0,162.2089160009823
2457fbd6-8c21-4adb-ae43-62bd71bf1c2f.jpg,1,1,1,1,1,16.24033241699999
247bc954-26a4-4917-8ae6-cef5aa5bbab0.jpg,0,0,1,0,0,5.790306500000042
24a7d6e7-61e4-4e76-87cc-9e66c5070542.jpg,1,0,1,1,0,17.282555499999944
24ca0eae-af30-4f17-94aa-1f50bd438ac2.jpg,0,1,1,1,1,13.479442583000036
24f65df9-f9ec-4f5a-aeeb-8c3290dbc2b4.jpg,0,1,1,1,0,5.483915792000062
25217a44-d890-4e5e-aad3-185fddd4ab2f.jpg,U,U,1,1,1,2.5488943749996906
2542f695-120d-42ee-84ff-6fe21ce106c2.jpg,0,0,1,0,1,19.986917040983826
25663d6a-8ab1-4363-83a3-133aff95d22e.jpg,1,0,0,1,0,11.537551665996943
25973a3e-d48d-4b9f-b713-422097f13d49.jpg,U,U,1,1,0,15.648067209007422
25c68028-73f9-4b2a-b735-f2107c1a98b8.jpg,1,1,1,1,0,4.740970709000067
25fc877b-03a1-4ee7-a6ad-371a8538fc53.jpg,1,0,1,1,0,27.604131500010226
2611cff7-b517-496c-bc46-bcc76dd2bf4b.jpg,0,0,1,0,0,3.7459915000004003
26265bed-5da3-412a-b1d8-60e10ef36e87.jpg,0,0,1,0,0,4.318723916999716
26478cbd-2803-4122-83ce-e54d90e2e391.jpg,1,0,1,1,0,3.265368999999737
268536ca-bd32-413b-a10c-149589b8538d.jpg,1,0,1,1,0,19.48802058302408
26c0a58f-5d6f-496c-af46-614b1c2536dd.jpg,U,U,1,1,0,32.98271704300396
26f74f9e-2696-457e-88f1-a1b430a6c3b5.jpg,1,1,1,1,0,51.96031283301454
27187f2c-ee00-4532-8ae0-e84964a990bf.jpg,1,0,1,1,0,73.93494016599061
273aeae3-285a-43f1-9f75-e04582b1f998.jpg,1,0,1,1,1,3.7124752499998976
275cc028-4701-450a-a3ca-5491fd7c0977.jpg,0,1,1,1,0,26.89953074999994
27868a3d-b71e-4a08-a97e-2f367059d3ab.jpg,U,U,1,1,1,4.335611583999707
27b9c3a4-9b71-480a-abb8-b65b22843564.jpg,1,U,0,1,0,40.2408666660026
27e41052-141d-4e42-8914-182ec768db32.jpg,N,N,N,N,N,0.9028050000001713
27ff6378-c9ae-4781-ab78-af1083824a2a.jpg,0,1,1,1,0,51.624195834004695
281d022b-e238-4efa-b208-17017bebeb98.jpg,1,1,1,1,0,6.029561166999883
283b0099-34d2-4bfa-a2fc-9030e46adee2.jpg,1,1,1,1,1,22.692724458005614
2856dff0-20ce-4b71-820f-27942a9e39ab.jpg,1,1,1,1,0,6.766300250000313
2886df77-6c37-44ee-9533-656d26f91589.jpg,U,U,1,1,1,44.879923125000005
28a4b182-f864-43ed-937d-952025844e5e.jpg,U,U,1,1,0,9.286110209000071
28c11ee3-e763-4823-b884-4db02dc7011a.jpg,U,U,1,1,1,8.94873270800008
28d8676c-92e0-49cd-bd20-7d2cbfb9bc1d.jpg,1,1,1,1,1,20.02563429199381
28ebeaba-066e-4a92-9ea4-f9f1e481fac2.jpg,0,1,1,1,1,87.49263804200473
29146ee4-d0c6-4898-a0d9-782a037608d0.jpg,1,0,1,1,0,7.548965291999593
29300ee2-3e54-44d3-be70-9564c1dc5d7b.jpg,U,U,1,1,1,3.286028458000146
294c1c1f-84af-4160-ad92-becfbae7cf99.jpg,1,1,1,1,1,19.99497729201721
