file,reproductive_structure,leaves,fruits,flowers,whole_plant,time
042e27bb-38ac-4a75-957c-898218c7b02d.jpg,0,1,0,0,1,26.262242124993747
0443f5ea-3f1e-43f2-b3e2-dad4bb460214.jpg,1,1,1,0,0,19.526512875002823
047938e4-426b-4fac-b8b5-fc96a31f94b0.jpg,1,1,1,1,0,18.438815042003
0487ad31-c75e-4b79-abf9-cdc1bdbee9e4.jpg,1,1,1,0,0,4.603921959000047
04de57e4-5634-4be1-8cfd-3dc48b4e27eb.jpg,1,0,1,0,0,22.37830033300787
04e08f25-6d37-4e25-99fe-c496e9fc3229.jpg,0,1,0,0,0,3.0263232500000186
04fde748-8a0c-4eb4-a749-687decce2d46.jpg,1,1,0,1,0,29.13306137599966
0556ec0f-23f4-4041-9ec4-547ff4936b76.jpg,1,1,0,1,0,5.946209124999996
05da59a6-a49e-4682-ac10-8c90b53f86ee.jpg,1,1,1,0,1,127.027176000005
05e5b2f8-fa0b-4d14-bbfd-c4aa9b8bcae5.jpg,1,1,0,1,1,4.40758041700002
05ff95f5-a3e1-41c6-9693-ddc4eb5e0329.jpg,1,1,1,0,0,42.93661866600138
062ba4ef-a7d3-421d-9102-bb8247a532b5.jpg,0,1,0,0,0,135.1895398339948
0651ca99-917c-453c-8899-72576190d95d.jpg,1,1,U,U,0,169.21525216599048
0655c40e-7ecc-4316-a444-08a50e00ae34.jpg,1,1,1,1,1,98.5852581679917
06680258-04f3-401f-9daa-884f4bb024d7.jpg,0,1,0,0,0,2.6495933329999843
069778f5-26b1-4d89-b806-f470bff2d27f.jpg,1,1,U,U,1,50.193294793013365
069eaa8d-6b47-4dad-8934-3996e4db5b7f.jpg,1,1,0,1,0,131.0818448340192
06a495a5-57e6-4df5-b417-ee75503f847d.jpg,1,1,1,1,1,18.34229358299632
072735fe-45e8-431e-8ad2-5009d9b803a1.jpg,1,1,0,1,1,74.66084283299341
0776af6f-a48a-4596-afde-b7834159ba34.jpg,1,1,0,1,0,19.27582662499998
078ef1e1-2fc1-47f2-889a-d0f90a67dfbb.jpg,1,1,1,0,0,269.99772783498867
07c9844e-24a8-420d-bdb6-33c7a7e35c48.jpg,1,1,0,1,0,13.586101584003586
07dc47b2-3f49-4507-bad2-990c3803061d.jpg,1,1,0,1,0,72.42670854100385
08647105-b145-4791-99fb-edbf6c4336fc.jpg,1,1,0,1,1,189.77808995901478
0896489d-d6df-4d2c-9d96-6ad9842aa3de.jpg,0,1,0,0,1,5.4475999590000015
0901a0a8-e1e8-4674-9f3b-42b158fd41e0.jpg,1,1,U,0,1,452.2606702080047
092e587c-1119-4d6e-ae59-e67d30e91d8e.jpg,1,1,1,1,1,83.80222187499339
09cfcfea-144a-4e41-8fbf-82d9dcf492bf.jpg,1,1,U,0,0,78.57804966700246
09e5c50f-6773-44d7-b9e7-65c678f7bb0f.jpg,0,1,0,0,1,25.79672741600416
0a12734e-11e1-4532-b589-f665d43d76e9.jpg,1,1,1,0,1,7.083767582999997
0a213753-cfa8-4a20-a49f-1224f196d056.jpg,1,1,1,0,1,143.4707326680031
0a3129cd-11a9-4c05-b96d-4df7c3e82b30.jpg,1,0,1,0,0,88.81386187498612
0a58fa0b-81bc-4110-8557-903d38f31ac1.jpg,0,1,0,0,0,64.01500766900136
0a8de696-0971-4b31-969c-d40423942e43.jpg,1,1,0,1,1,30.07581958200774
0b0c4442-fb36-4af9-9e72-f7e1293037ae.jpg,0,1,0,0,0,16.755378582998162
0b100e31-a4f1-4c0d-826c-563e911003b4.jpg,1,1,0,1,1,8.812321750000024
0b2cfa2a-6110-4959-8447-ff856750720b.jpg,1,1,0,1,0,93.66774899900008
0b2e4584-e751-4764-b739-71f4bbafd47a.jpg,0,1,0,0,0,8.64329358299085
0b8410a0-a260-4e75-948d-0d1fcdc0be00.jpg,1,1,0,1,0,78.37066420901022
0b84e650-3a70-4899-a995-af277255d1ae.jpg,0,1,0,0,0,3.5747831250000104
0bbfcf8a-0fcc-43d9-8cd4-b5e2dc4df024.jpg,N,N,N,N,N,2.445829667000055
0bf384bb-9408-4fc1-9108-94ac1d3f6605.jpg,1,1,1,1,1,8.554265624999971
0c3e75b3-ae9f-4968-abfc-d273783f103b.jpg,1,1,1,0,0,82.38811224901264
0c3ff074-be60-46e4-8a18-5674b87b0f80.jpg,1,1,0,1,0,43.94870854100469
0c404c81-4b2c-4b23-a5b0-5d34d734e9af.jpg,1,1,1,1,0,10.041622707999977
0c54182a-d212-45cb-93cd-8de135bf9c4a.jpg,1,1,U,U,1,132.43381391598587
0c5926c9-1b7a-4908-bb00-a503823171d1.jpg,0,1,0,0,0,2.516425292000008
0c94d3ec-be4d-4c83-8c7b-b0e0cac82a74.jpg,1,1,U,U,0,279.7568523749941
0ccc73c6-8c31-4cc1-aefe-ccd9af91b34b.jpg,1,1,1,0,1,19.32261087500001
0cef197d-f358-48b1-8dfb-2b5375bc70bd.jpg,1,1,0,1,0,22.63233274899642
0d39b3da-d32e-41a9-a3fc-c34851ebd6b6.jpg,1,1,0,1,1,14.980095582989293
0d5cb910-66a3-4459-b13d-46ab51bb93be.jpg,1,1,1,1,0,10.376806666999983
0d894b84-08cb-4029-899f-adfdf9552864.jpg,0,1,0,0,1,108.110684458989
0d9dbcde-a7b5-417f-91ba-a721b52fb8c9.jpg,1,1,0,0,0,62.33759878999365
0df0fac5-4622-4cb0-83fe-c31ce6a8ba31.jpg,0,1,0,0,0,17.138998667000692
0e1a8371-7d06-4cbf-9044-54c84aa07cde.jpg,1,1,1,0,1,11.034791542000107
0e365c4d-6fa4-48be-9b46-04e24d2f259b.jpg,1,1,1,0,1,20.888269874990783
0e7c7e3b-c90d-4006-8f9a-405cfefe9413.jpg,1,1,1,0,0,3.7837662079999745
0e829d93-5535-424a-a6d7-eee5a45f4a6e.jpg,1,1,1,0,0,6.145651707999946
0e8b4d4a-74f0-4414-b1c6-d085336480ee.jpg,1,1,1,1,1,203.25247766499683
0e95d97d-6262-479d-9e19-5f460ab25d61.jpg,1,1,0,1,1,39.02515662499991
0eb3c995-cb02-4cef-932f-9b15f4969de6.jpg,1,1,0,1,0,23.669285625003
0efab3d8-7fcf-44b8-88d6-d77449a4a67a.jpg,1,1,U,U,0,14.287528916005272
0f1c432a-9e48-4ae3-a7ff-139734b313b8.jpg,1,1,1,1,0,15.229593708000039
0f341c60-4358-4ed1-aab9-8303018d4b9b.jpg,1,1,0,1,0,406.41614095900013
0f611e56-a14d-4d47-83d4-370e9043cf11.jpg,1,1,U,U,1,22.01130291800564
0f76aa0f-7658-4480-b10d-995615bcffe4.jpg,0,1,0,0,0,7.096219749999818
0f9c5f81-3b73-4ca3-a11c-9a4bd69be45f.jpg,1,1,0,1,0,7.7414501250000285
0faf311a-b7f4-4ff3-bbda-804911b1a7eb.jpg,1,1,1,0,0,70.41677629101287
0fb6f152-5cfc-4a0b-91e8-6a8cc64666c2.jpg,1,1,1,0,0,269.9087129169957
0fec0537-8a26-46f7-b44f-e563df05d0aa.jpg,1,1,0,1,0,12.825914166000075
1018058a-6027-4bfc-b3ff-cd50b57cf683.jpg,1,1,1,0,0,76.89606412499711
1023a245-ca94-4d2d-a431-89c1d0bdc14f.jpg,1,1,1,1,0,7.666074041999991
1063086d-2786-4f0c-b6cd-0aa4d683217d.jpg,0,1,0,0,0,26.37838195800464
11298d6c-de3f-407c-8c1b-372b4da1554c.jpg,1,1,0,1,1,56.234027250997315
116ceaf8-71bd-451f-9f3e-be9f70f813ad.jpg,1,1,0,0,0,263.6732655820085
11792438-3685-4b22-bfa9-7c69b9adc5bf.jpg,0,1,0,0,0,3.082482999999911
11b9c46e-26af-486b-a4b1-2119e053ee52.jpg,1,1,0,1,0,33.484819668014325
11bf3de7-f288-445b-98a0-7117ede4fac3.jpg,1,1,0,1,0,3.0739599999999427
11c12beb-2276-41a1-ae38-4141c26d74c5.jpg,0,1,0,0,0,10.945733249989644
11ea53ee-a923-4790-81ca-b973f6d60ef2.jpg,1,0,U,U,0,242.33560412598854
127a997e-5c50-4128-b330-73a75ca70f5e.jpg,1,1,1,1,0,21.931522540995502
1285e5a7-087c-45c2-916c-c7ebda49fb4c.jpg,0,1,0,0,0,6.6674259159999565
12936e4e-1406-46ad-a0c7-2ccb5968b233.jpg,0,1,0,0,0,2.91226745799986
12a45cb8-1977-4668-80b5-546d9818cd00.jpg,1,1,0,1,0,7.206743958999823
12acf619-7074-492f-b011-ebe1faf113b8.jpg,1,1,0,1,0,89.37367891599479
12b87c05-57a7-4d8b-89eb-1bd42ef3181b.jpg,1,1,1,0,0,13.709784958994078
12ed243c-1f27-4133-a2b1-7b7746853e22.jpg,1,1,0,1,0,7.748994499999981
130044a6-03a2-4399-9d37-df1b45297eb0.jpg,0,1,0,0,0,7.658532290999801
1306dc62-2995-4910-831b-f9ac66c144c9.jpg,0,1,0,0,0,2.228326374999824
1331aed7-0097-4025-92fe-05c597e8ba5d.jpg,1,1,1,0,0,8.972031415989022
13576526-e447-4405-8df7-4b134201d0f7.jpg,1,1,1,1,0,93.18101066701252
1375755e-9969-4bad-8a97-616f280cef0c.jpg,1,1,1,1,0,13.615286250000054
13f7832d-bc7a-476c-9964-05af0f786b2f.jpg,1,1,1,0,0,5.322615916000132
14288124-e5fc-474e-803e-d5fd8ea28d48.jpg,1,1,U,U,1,214.6678742489837
14856c3e-9f00-46a2-9f63-97b85c6a31a6.jpg,1,1,1,1,1,10.138399375000063
14946db8-53d7-4cad-8456-8b25639a1b90.jpg,N,N,N,N,N,1.3162283330000264
14ad0840-ee9a-4386-83d7-005014890c8b.jpg,1,1,0,1,0,63.0368187930012
14b715e4-a689-446e-8ba8-c82a48e8a9bb.jpg,1,1,1,1,0,25.84931487499466
14f13dff-6ab4-488f-bf5c-d298893c4ee4.jpg,1,1,0,1,0,28.055446790997166
14f6938a-893e-46a8-ad22-7dfe6e2395f7.jpg,1,1,0,1,0,20.451464332998285
150a7233-df21-4780-bbcb-3ac40fb35d9e.jpg,0,1,0,0,0,4.436972334000075
150dd5bd-f40c-4d38-a6df-602c0adebcbe.jpg,1,1,0,1,0,80.77329429099632
150fa5d4-300b-4c9d-84d2-b18e00711da1.jpg,1,1,1,0,0,37.56562483499101
1561ca62-0069-4ef0-a80d-80dac4143c7d.jpg,1,1,0,1,1,2664.812661875004
156da7d0-1097-4938-a533-586707bdee3e.jpg,1,1,0,1,0,105.5251317090142
158072cb-e9f4-4c52-a818-c4ee663e08ac.jpg,1,1,0,1,1,9.97804204099998
15ee13bb-1d4c-4a15-b399-e1c3e76011da.jpg,1,1,1,0,0,11.27704649999987
160b756f-831e-4c68-906e-a49bdc2be7a3.jpg,1,1,0,0,0,80.9069128749893
162bdc11-8f23-4bb7-8ac6-1dd2f007b693.jpg,1,1,0,1,0,11.772072332999869
164133b8-e22b-430c-9505-b39b67470da3.jpg,1,1,0,1,1,18.476487040986285
16a504b5-1ef7-4f98-8a8f-b0d5b4fcc708.jpg,1,1,1,U,0,126.55976554198196
17124937-17df-4bb2-ada8-ec816e466fca.jpg,1,1,1,1,0,11.15667216599968
173516ec-cb3f-4df3-9d9b-cf60f22a6dc8.jpg,1,1,0,0,0,29.868408957999918
1741f72a-aaab-4023-bdde-ed9aa7f8166b.jpg,1,1,0,1,0,68.52507387700325
17581231-6475-4f9e-a657-d4bba3632078.jpg,1,1,1,1,1,441.9201181650071
175dfd17-eae4-414a-91d6-53643d60f22d.jpg,1,1,1,1,0,13.652841750000789
175fd891-af5d-4db7-8ad0-16870f77a5ca.jpg,0,1,0,0,0,3.686963375000005
176a30eb-cbdf-4227-8752-818ed3af6817.jpg,1,1,0,1,1,430.7068197090093
176c5507-8810-4f93-986e-b11439103798.jpg,0,1,0,0,0,3.632537917000036
17731263-a534-46d0-ab95-244bf73b7648.jpg,0,1,0,0,0,2.984688042000016
17b2b7c2-3b28-4a80-9289-1a4f17524f07.jpg,0,1,0,0,0,14.209306957999843
17ee1ccd-33f6-455b-b628-91eea18e25c0.jpg,1,1,1,0,0,7.84251949999998
1805df87-7793-4fb5-88ea-5685e8aa25c4.jpg,1,1,1,0,0,6.016748542000187
180b19c2-0d75-4e2e-a9d3-be99c295a975.jpg,1,1,0,1,0,63.90149216699933
1823cc4b-6d85-4039-b3d9-62eff4c4a152.jpg,0,1,0,0,0,93.11685449999959
186645ef-e136-49c3-ba15-d12be532df44.jpg,0,1,0,0,0,22.93992508299948
1871d65c-5a59-42ba-9581-7f5f546f6e5f.jpg,0,1,0,0,0,5.836451165999961
18bf822a-6ca2-4ecd-a118-0e76c00d7337.jpg,1,1,1,1,0,20.82687279199945
18e2c754-6925-46c7-8b1f-8ba6d27b9980.jpg,1,1,1,0,0,8.340923583999938
18fbe1cd-13bf-49cf-b517-3be2703b7b37.jpg,0,1,0,0,1,291.53943179199996
1930a87d-cdc3-42a3-bee5-a653a8a0c8f8.jpg,1,1,U,1,1,115.61774075000244
19d23e93-171f-40d2-bd7c-bf3dff4a6320.jpg,1,1,U,U,0,321.0930524589926
1a53c5a2-a6f4-45a4-8336-a1d76785919b.jpg,1,1,1,1,0,5.147163999999975
1ad63a98-5ef1-43a1-b0c7-f4d8a146b6ce.jpg,1,1,U,U,1,116.81965858200556
1ae617fc-516e-4113-9671-2d34fb000a3b.jpg,0,1,0,0,1,65.38672229300187
1b607544-9d41-4b67-a5d6-9a5b152fc52d.jpg,1,0,1,0,1,12.881674291999843
1b85d297-9f99-4d25-a568-61a41e60e049.jpg,0,1,0,0,0,4.027345667000191
1ba94292-f4bf-4b91-a0a2-11e93a88dfb1.jpg,1,1,1,1,1,13.91702333399212
1be4284b-e221-4e33-a051-e95dc975ccae.jpg,1,1,1,1,1,10.412274000000025
1c309fa9-4f29-4584-a959-53764d219930.jpg,1,1,1,1,0,25.082572666005262
1c48137e-a3a2-4ca5-a6b3-0d13905dd95b.jpg,0,1,0,0,0,45.44581766800161
1c749f91-93a6-415a-9ee9-ac6b27f7235d.jpg,0,1,0,0,0,2.477192667000054
1c75f167-9ae5-4171-9eaa-5d47592dfbfe.jpg,1,1,1,0,1,303.28050295797607
1ccdba8c-0058-436e-823b-8b2618b581ba.jpg,0,1,0,0,0,72.2108152079993
1d0d6b6a-c12a-4882-b3f9-1e397ec9735b.jpg,1,1,1,U,0,254.16745837600433
1d12fa05-eeb2-409d-be37-c188fa0188ec.jpg,0,1,0,0,0,5.095762375000049
1d186427-dd5b-48a7-9f5e-b4149a6d551f.jpg,1,1,0,1,0,230.84647391599674
1d71707f-5f49-46ca-83d3-4404cddcb104.jpg,1,1,0,1,0,111.44933283400337
1d748fc1-c92e-449b-8cdc-133fa7a90b44.jpg,1,1,1,0,0,20.65340058299148
1dc116fc-d303-4ea6-af32-ce556b4476ce.jpg,1,1,1,0,0,8.895306873999743
1e29eff5-a84a-4db4-b741-325870936c5c.jpg,1,1,0,1,1,8.064417709000054
1e3af2fd-a2b4-4c1e-9ea5-fd68f5eb5bc0.jpg,0,1,0,0,0,5.211621666999918
1e8f66ce-d39e-4216-aa41-c7e86586e35a.jpg,0,1,0,0,0,2.1646537090000493
1e96b617-dd82-40dc-9ec1-7cad762721af.jpg,0,1,0,0,0,3.4139979579999817
1f3ceb71-3ffb-46f8-94c0-7b5e209db8c7.jpg,0,1,0,0,0,3.639046166000071
1f4eb865-1416-4dec-a7f2-dad7b5688fff.jpg,1,1,1,0,0,9.134107249999943
1f6c92f2-4627-47c8-b37c-053388cb4ae9.jpg,1,1,1,1,0,5.728926459000149
1f7f7fd6-0bce-4dc8-8374-1eb75c00d8eb.jpg,1,1,1,0,0,3.892945458999975
1f9e5b4d-0002-4676-b596-7714ac7e69fa.jpg,0,1,0,0,0,1.8477638329998172
1fb37e6d-d8a1-4ef8-aff2-329cce72ed02.jpg,1,1,1,0,0,6.517402541000365
1fced79f-49ea-4ffb-a6df-e52108f03e0b.jpg,1,1,U,U,1,70.97558879099392
1fe31052-0369-4e2a-a695-053145798ef2.jpg,1,1,1,0,0,50.18810070800009
204158d6-b768-49bd-b5e6-ed262d17a0bb.jpg,0,1,0,0,0,4.12710370800005
20927323-e263-4a58-a207-641e845d07cd.jpg,1,1,0,1,1,6.97316950000004
20d14a7f-561a-4267-bea6-2cfa12467218.jpg,0,1,0,0,0,2.445973915999957
217b81f3-ab27-473b-9047-fb76aca758c3.jpg,1,1,0,1,1,5.665240166999865
2186a20d-839a-4e1d-acc2-b3c6cea9a732.jpg,1,1,1,0,0,42.5160582490098
21e7e55f-896c-41dc-9287-afdc756f4e75.jpg,0,1,0,0,1,4.371935458999815
221d7472-406b-43e2-a4be-92785a198411.jpg,1,0,1,0,0,6.72349741700009
222f90c7-016c-4687-b94b-7a60c9def8bc.jpg,0,1,0,0,1,5.539111832999879
2235d9c6-2a98-4793-b123-e73148dfee83.jpg,1,1,U,U,1,138.88260504098935
2276b719-17e0-4b26-95c2-0dc57167358e.jpg,1,1,1,0,0,24.94424833199878
228ba4e5-fd24-476e-99ff-647374be42c6.jpg,1,1,1,0,0,7.276163958000097
229e8579-f7bb-4e23-8456-15c04a120649.jpg,0,1,0,0,0,5.8165551249999226
22cea1f2-d3da-407c-8fad-5e205a7ea87b.jpg,1,1,1,0,0,40.432670832999975
23310d41-f194-44ae-aaf0-320afcb427da.jpg,1,1,1,1,1,67.62386691499069
233da477-8466-4619-b2c3-9934b09fc6d7.jpg,0,1,0,0,0,2.330002959000012
235b8bc7-fe5f-4741-bf75-689636c31bb1.jpg,U,1,U,U,0,164.91019666899706
237e3a37-bed0-456d-a609-2ba292f46fc1.jpg,1,1,1,0,0,80.60428237400129
23c1a26d-66f8-4121-ac09-b96f02d3637b.jpg,1,1,1,0,1,14.767732167000077
23ec7631-cbe4-4422-a107-a75ab91cc462.jpg,1,1,0,0,0,144.99530937500253
23f12f40-bdef-4d50-9aed-9790a08d943f.jpg,1,1,0,1,0,171.6876096659969
2425c159-bf21-42fd-9a16-067be2a5920c.jpg,1,1,U,1,1,113.45738983600859
249b5477-70ce-4cfd-bd31-584e4226cf92.jpg,0,1,0,0,0,9.77322724999999
250cf8db-9e71-4332-9ac2-72f77a99f1b7.jpg,1,1,U,1,0,120.10321662501201
2518fc8c-4a6c-4db7-bbf8-708ef7e7de08.jpg,1,1,0,1,0,87.94010970701424
25355d4f-f3f3-4798-bccd-a247551e2735.jpg,0,1,0,0,0,9.362280749999854
255b622f-659f-4c94-a7f7-af11e6b3215d.jpg,0,1,0,0,0,2.224592666000035
25a46d47-b4c5-4eb4-9d51-85ab29599caf.jpg,1,1,0,1,0,174.5779133320102
25a8987b-4ae0-4899-bdbe-c2289e1cdac0.jpg,1,1,0,1,0,167.67028924998817
2621c9ea-39dc-47cd-b76a-27390f279b86.jpg,1,1,1,0,0,6.513634375000038
2628eda0-5527-4621-bf20-06f97c005b72.jpg,1,1,U,0,0,174.06155887400246
26adc1cd-f9c0-47f2-ad0b-6c772b78ff49.jpg,1,1,1,0,0,3.7712404169999445
26d0985f-c797-4ded-8e32-32bf982bddd0.jpg,1,1,1,1,0,35.735470874999464
26d43a3d-664f-42fc-bd07-92d58093893a.jpg,0,1,0,0,0,3.386572249999972
26fc9b19-a9c2-40ce-b96f-41a2b76c266d.jpg,1,1,0,1,0,85.38448174900122
2710edfd-996b-485e-a4de-f1d86a1e1656.jpg,1,1,1,0,0,406.298614416992
272aa35b-9725-4f69-9bc5-3b3ef198d3a3.jpg,1,1,1,0,1,26.24756795799977
273f8916-91b3-4838-aaf3-a1f0a7eb42d8.jpg,1,1,1,1,0,7.583742998999924
27b72cf7-99d2-4f12-8bf0-4dc1536ca868.jpg,1,1,0,1,0,96.09954854099786
2801092c-1ba0-49fc-858a-ef1f1cbdd401.jpg,1,1,1,0,1,3.764778750000005
2826d974-5ed5-4470-ba33-6cb07a22e338.jpg,0,1,0,0,0,2.1768436669999573
285933d2-16e4-4101-a7e4-2f78b9a6d89f.jpg,0,1,0,0,0,3.4295028749997982
288ab373-0255-41da-8d55-d9e3bff743c0.jpg,1,1,1,1,1,12.162841707999632
28964776-0256-4f30-8682-59a901b0a878.jpg,0,1,0,0,0,3.1739205000003494
28f7a402-f38e-4e7c-8b11-f2aa8c19d6eb.jpg,1,1,0,1,0,720.0194957080059
28fc2c25-9e7e-44d3-a196-302c181bc4af.jpg,1,1,1,U,1,135.22848549999603
293acb2b-263b-4002-a09f-dad7eb424883.jpg,1,1,1,1,0,18.09280841600036
2998523f-6125-4fd5-976b-feb12e31856b.jpg,1,0,1,U,0,138.00789670700385
299f5501-ec23-4581-8e72-946299b21afe.jpg,1,1,0,1,1,115.72210491600454
29bca450-221d-4169-9e8c-12036231e324.jpg,1,0,U,1,0,4883.978786125015
29f6d32c-39e5-4811-a0c0-3b96e639e323.jpg,1,1,1,0,1,18.779365708000114
2a2958ae-d1b1-42be-bf55-49c4f8bc5b50.jpg,1,0,1,0,1,22.759393374001476
2a855717-df6d-4c3c-a701-b9348570906c.jpg,1,1,1,0,0,4.8299682090000715
2ab77e1f-4948-4ab9-8af6-75affde5eddd.jpg,0,1,0,0,0,8.630676874999608
2aba9592-7486-430e-aa07-a19f912d6ca0.jpg,1,1,1,0,0,3.1869322499996997
2af16eaa-3da3-46c9-8299-a43ad8e26125.jpg,1,1,1,0,1,21.19556849899996
2b120173-02a2-4680-a0f3-cc65512ef0e3.jpg,0,1,0,0,1,102.73770183199466
2b69f49f-d17d-4ad7-be74-31447b4496b9.jpg,0,1,0,0,0,10.907245542000112
2b73e218-16b3-49a0-98bb-ecbde258e4a9.jpg,1,1,1,1,0,29.62409929100022
2bb9d862-e38f-45c3-9157-6294c941b93a.jpg,0,1,0,0,0,2.0000425410003118
2c9a6c34-e580-4c86-a0df-6cc214242755.jpg,0,1,0,0,0,2.724681000000146
2caf3542-61f4-44de-a288-c287edfd1962.jpg,1,1,U,1,0,211.90409754000035
2cfa1c00-f3a0-4606-b402-dabe84427f2f.jpg,1,1,1,0,1,20400.480082791
2d08dda0-0e7b-4d9e-a148-775278c7c14b.jpg,0,1,0,0,0,230.82349166699316
2d1e9299-f113-477e-b927-178637ad18bd.jpg,1,1,0,0,0,150.07292466698345
2d4ff238-4400-4757-b04c-b703f6c56065.jpg,1,1,U,1,1,41.304091916009725
2d6466e6-6542-477c-bbb6-f69a661bdd0a.jpg,1,1,1,1,0,114.14969225100941
2d6bc6d0-44e8-44d6-b8cc-30751a8b993e.jpg,0,1,0,0,0,3.2380246669999906
2ddf24e1-917c-4af6-8bcb-e3a3dd18beb2.jpg,1,1,1,1,0,335.7461396259947
2de96412-5847-4540-bd24-1e4aa55f3df8.jpg,1,1,1,0,0,3.3077177079999274
2e093608-e0db-4ff0-8658-ca41294f0a8b.jpg,1,1,0,1,0,16.082640876001022
2e4c6e96-e37d-47fa-a20e-36328c88e466.jpg,0,1,0,0,0,2.0036411669998415
2e561899-9ae0-4da3-9ea7-0fa1700f7a19.jpg,0,1,0,0,0,3.9338762500001394
2e70a848-3209-4587-88e8-bd6fe8ee33b3.jpg,1,1,0,1,1,11.397602832999695
2f015f6a-2b65-4a78-9346-615a85d45684.jpg,1,1,1,0,0,5.5927944999998545
2f16ed8d-4a7f-47d6-932e-5371710976b2.jpg,1,1,1,0,0,10.430328292000013
2f649740-ada8-4995-b6ec-cafdd45a0e92.jpg,1,1,1,1,0,21.487993834000292
2f6f9025-b946-4b5f-a448-86511ce777d2.jpg,1,1,1,0,1,95.33652966599456
2f7643d9-ddbc-4f3a-903c-88ef0b70ccd0.jpg,0,1,0,0,1,10.912250333000316
30040ebe-99b0-4b67-b4e1-b17c4ea880d2.jpg,N,N,N,N,N,1.1023278329998902
301b3c7c-a67e-47da-97cf-30393d5ebf22.jpg,1,1,1,0,0,25.94229954100075
30ba19ca-d4e0-491d-90f9-130b909c0c7c.jpg,N,N,N,N,N,3.0210814590000155
30e82e0b-f783-41bd-8a4d-6df186a68d64.jpg,1,1,1,0,0,6.271880958000111
31367fe1-94f9-44f0-8fe1-28ecd7628a76.jpg,0,1,0,0,0,13.193370708000288
317cf541-baeb-4228-b4bb-7e4a800628d0.jpg,1,1,1,1,1,17.80592520899978
31a6c4f1-8aed-43f7-9f64-2df20f33db6f.jpg,0,1,0,0,0,6.669246124999972
31c31488-2f19-490a-936e-74bd0b27f648.jpg,1,1,1,1,1,247.13506708300636
32194cf5-5d18-4ac1-909b-851c03e59acc.jpg,1,1,1,0,0,41.90953554200749
3228f680-3ca6-4d74-9196-fd66f65ad3a6.jpg,1,1,0,1,0,16.93096133299977
322ed56d-7077-4449-b98c-9a228a98854a.jpg,0,1,0,0,0,7.692778332999751
3233d66c-0ed3-4fce-bcea-9670c8014f5a.jpg,1,1,0,1,0,16.776748000000225
